Species,ScieName,SpeciesGrp,YearC,Decade,Status,PartyName,Flag,Fleet,Stock,SampArea,AreaT1,SpcGearGrp,GearGrp,GearCode,CatchTypeCode,QualInfoCode,Qty_t
SYC,Scyliorhinus canicula,5-Sharks (other),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,A+M,BIL94B,NE,All gears,TN,TN,L,RPT1,20.2489
SYC,Scyliorhinus canicula,5-Sharks (other),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,A+M,BIL94B,NE,All gears,TP,TRAP,L,RPT1,0.1109
SYC,Scyliorhinus canicula,5-Sharks (other),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,A+M,BIL94B,NE,All gears,TW,TRAW,L,RPT1,452.7187
SYX,Scyliorhinidae,5-Sharks (other),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,A+M,BIL94B,NE,All gears,GN,GILL,L,RPT1,9.3033
SYX,Scyliorhinidae,5-Sharks (other),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,A+M,BIL94B,NE,All gears,HL,HAND,L,RPT1,0.1193
SYX,Scyliorhinidae,5-Sharks (other),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,A+M,BIL94B,NE,All gears,PS,PS,L,RPT1,0.065
SYX,Scyliorhinidae,5-Sharks (other),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,A+M,BIL94B,NE,All gears,TN,TN,L,RPT1,2.4067
SYX,Scyliorhinidae,5-Sharks (other),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,A+M,BIL94B,NE,All gears,TP,TRAP,L,RPT1,0.1678
SYX,Scyliorhinidae,5-Sharks (other),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,A+M,BIL94B,NE,All gears,TW,TRAW,L,RPT1,43.7293
THR,Alopias spp,5-Sharks (other),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,A+M,BIL94B,NE,All gears,GN,GILL,L,RPT1,0.4846
THR,Alopias spp,5-Sharks (other),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,A+M,BIL94B,NE,All gears,TN,TN,L,RPT1,0.0083
THR,Alopias spp,5-Sharks (other),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,A+M,BIL94B,NE,All gears,TW,TRAW,L,RPT1,1.55
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,All gears,GN,GILL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,All gears,HL,HAND,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,All gears,LL,LL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,All gears,UN,OTH,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,All gears,PS,PS,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,All gears,TN,TN,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,All gears,TP,TRAP,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,All gears,TW,TRAW,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,Other surf.,GN,GILL,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,Other surf.,HL,HAND,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,Longline,LL,LL,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,Other surf.,UN,OTH,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,Other surf.,PS,PS,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,Other surf.,TN,TN,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,Other surf.,TP,TRAP,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,Other surf.,TW,TRAW,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,All gears,GN,GILL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,All gears,HL,HAND,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,All gears,LL,LL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,All gears,UN,OTH,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,All gears,PS,PS,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,All gears,TN,TN,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,All gears,TP,TRAP,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,All gears,TW,TRAW,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,Other surf.,GN,GILL,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,Other surf.,HL,HAND,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,Longline,LL,LL,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,Other surf.,UN,OTH,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,Other surf.,PS,PS,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,Other surf.,TN,TN,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,Other surf.,TP,TRAP,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,EUROPEAN UNION,EU.United Kingdom,EU.UK,ATN,BIL94B,NE,Other surf.,TW,TRAW,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,ATS,BIL97,SE,Other surf.,PS,PS,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,ATS,BIL97,SE,All gears,PS,PS,L,RPT1,25
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,ATS,BIL97,SE,Other surf.,PS,PS,L,RPT1,0
ALV,Alopias vulpinus,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,PS,PS,L,RPT1,12.8
THR,Alopias spp,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,PS,PS,L,RPT1,0
OCS,Carcharhinus longimanus,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,PS,PS,L,RPT1,2
FAL,Carcharhinus falciformis,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,PS,PS,L,RPT1,0
RSK,Carcharhinidae,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,PS,PS,L,RPT1,0
SPZ,Sphyrna zygaena,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,PS,PS,L,RPT1,0
SPL,Sphyrna lewini,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,PS,PS,L,RPT1,0
SPK,Sphyrna mokarran,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,PS,PS,L,RPT1,0
SPN,Sphyrna spp,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,PS,PS,L,RPT1,8
SPY,Sphyrnidae,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,PS,PS,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,ATS,BIL97,SE,Other surf.,BB,BB,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,ATS,BIL97,SE,All gears,BB,BB,L,RPT1,0
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,ATS,BIL97,SE,Other surf.,BB,BB,L,RPT1,0
ALV,Alopias vulpinus,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,BB,BB,L,RPT1,0
THR,Alopias spp,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,BB,BB,L,RPT1,5
OCS,Carcharhinus longimanus,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,BB,BB,L,RPT1,0
FAL,Carcharhinus falciformis,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,BB,BB,L,RPT1,0
RSK,Carcharhinidae,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,BB,BB,L,RPT1,0
SPZ,Sphyrna zygaena,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,BB,BB,L,RPT1,0
SPL,Sphyrna lewini,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,BB,BB,L,RPT1,0
SPK,Sphyrna mokarran,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,BB,BB,L,RPT1,0
SPN,Sphyrna spp,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,BB,BB,L,RPT1,2.2
SPY,Sphyrnidae,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA-ETRO-A,A+M,BIL97,ETRO,All gears,BB,BB,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,GHANA,Ghana,GHA,ATS,BIL97,SE,Other surf.,GN,GILL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,GHANA,Ghana,GHA,ATS,BIL97,SE,All gears,GN,GILL,L,RPT1,0
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,GHANA,Ghana,GHA,ATS,BIL97,SE,Other surf.,GN,GILL,L,RPT1,1583
ALV,Alopias vulpinus,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA,A+M,BIL97,ETRO,All gears,GN,GILL,L,RPT1,46.3
THR,Alopias spp,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA,A+M,BIL97,ETRO,All gears,GN,GILL,L,RPT1,12
OCS,Carcharhinus longimanus,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA,A+M,BIL97,SE,All gears,GN,GILL,L,RPT1,0
FAL,Carcharhinus falciformis,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA,A+M,BIL97,SE,All gears,GN,GILL,L,RPT1,0
RSK,Carcharhinidae,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA,A+M,BIL97,SE,All gears,GN,GILL,L,RPT1,120
SPZ,Sphyrna zygaena,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA,A+M,BIL97,SE,All gears,GN,GILL,L,RPT1,0
SPL,Sphyrna lewini,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA,A+M,BIL97,SE,All gears,GN,GILL,L,RPT1,0
SPK,Sphyrna mokarran,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA,A+M,BIL97,SE,All gears,GN,GILL,L,RPT1,0
SPN,Sphyrna spp,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA,A+M,BIL97,SE,All gears,GN,GILL,L,RPT1,1133.8
SPY,Sphyrnidae,5-Sharks (other),2014,2010,CP,GHANA,Ghana,GHA,A+M,BIL97,SE,All gears,GN,GILL,L,RPT1,0
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,ICELAND,Iceland,ISL,ATN,BIL94B,NE,Longline,LL,LL,L,RPT1,0.47
BSH,Prionace glauca,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL91,GOFM,Longline,LL,LL,L,RPT1,0
BSH,Prionace glauca,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL92,NW,Longline,LL,LL,L,RPT1,0
BSH,Prionace glauca,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL93,WTRO,Longline,LL,LL,L,RPT1,12.761
BSH,Prionace glauca,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL94A,NW,Longline,LL,LL,L,RPT1,136.014
BSH,Prionace glauca,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL94B,NE,Longline,LL,LL,L,RPT1,998.855
BSH,Prionace glauca,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL94C,NE,Longline,LL,LL,L,RPT1,660.67
BSH,Prionace glauca,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATS,BIL96,SW,Longline,LL,LL,L,RPT1,135.068
BSH,Prionace glauca,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATS,BIL97,SE,Longline,LL,LL,L,RPT1,2119.622
BSH,Prionace glauca,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,MED,BIL95,MEDI,Longline,LL,LL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL91,GOFM,All gears,LL,LL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL92,NW,All gears,LL,LL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL93,WTRO,All gears,LL,LL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL94A,NW,All gears,LL,LL,L,RPT1,97.621
POR,Lamna nasus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL94B,NE,All gears,LL,LL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL94C,NE,All gears,LL,LL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATS,BIL96,SW,All gears,LL,LL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATS,BIL97,SE,All gears,LL,LL,L,RPT1,14.679
POR,Lamna nasus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,MED,BIL95,MEDI,All gears,LL,LL,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL91,GOFM,Longline,LL,LL,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL92,NW,Longline,LL,LL,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL93,WTRO,Longline,LL,LL,L,RPT1,1.354
SMA,Isurus oxyrinchus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL94A,NW,Longline,LL,LL,L,RPT1,3.362
SMA,Isurus oxyrinchus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL94B,NE,Longline,LL,LL,L,RPT1,20.828
SMA,Isurus oxyrinchus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATN,BIL94C,NE,Longline,LL,LL,L,RPT1,7.118
SMA,Isurus oxyrinchus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATS,BIL96,SW,Longline,LL,LL,L,RPT1,4.488
SMA,Isurus oxyrinchus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,ATS,BIL97,SE,Longline,LL,LL,L,RPT1,109.539
SMA,Isurus oxyrinchus,4-Sharks (major),2013,2010,CP,JAPAN,Japan,JPN,MED,BIL95,MEDI,Longline,LL,LL,L,RPT1,0
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL91,GOFM,Longline,LL,LL,L,RPT1,0
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL92,NW,Longline,LL,LL,L,RPT1,0
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL93,WTRO,Longline,LL,LL,L,RPT1,26.167
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL94A,NW,Longline,LL,LL,L,RPT1,328.862
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL94B,NE,Longline,LL,LL,L,RPT1,2026.876
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL94C,NE,Longline,LL,LL,L,RPT1,986.836
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATS,BIL96,SW,Longline,LL,LL,L,RPT1,117.886
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATS,BIL97,SE,Longline,LL,LL,L,RPT1,3129.965
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,MED,BIL95,MEDI,Longline,LL,LL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL91,GOFM,All gears,LL,LL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL92,NW,All gears,LL,LL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL93,NW,All gears,LL,LL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL94A,NWC,All gears,LL,LL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL94B,NE,All gears,LL,LL,L,RPT1,0.104
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL94C,NE,All gears,LL,LL,L,RPT1,0.045
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATS,BIL96,SW,All gears,LL,LL,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATS,BIL97,SE,All gears,LL,LL,L,RPT1,12.98
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,MED,BIL95,MEDI,All gears,LL,LL,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL91,GOFM,Longline,LL,LL,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL92,NW,Longline,LL,LL,L,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL93,NW,Longline,LL,LL,L,RPT1,0.774
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL94A,NWC,Longline,LL,LL,L,RPT1,6.233
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL94B,NE,Longline,LL,LL,L,RPT1,38.578
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATN,BIL94C,NE,Longline,LL,LL,L,RPT1,24.381
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATS,BIL96,SW,Longline,LL,LL,L,RPT1,6.135
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,ATS,BIL97,SE,Longline,LL,LL,L,RPT1,176.786
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,JAPAN,Japan,JPN,MED,BIL95,MEDI,Longline,LL,LL,L,RPT1,0
BSK,Cetorhinus maximus,5-Sharks (other),2014,2010,CP,NORWAY,Norway,NOR,A+M,BIL94B,NE,All gears,PS,PS,L,RPT1,0
POR,Lamna nasus,4-Sharks (major),2014,2010,CP,NORWAY,Norway,NOR,ATN,BIL94B,NE,All gears,PS,PS,L,RPT1,4.644
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATN,BIL94B,NE,Longline,LL,LL,L,RPT1,8.888
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATN,BIL94B,NE,Longline,LL,LL,DD,RPT1,0
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATN,BIL94C,NE,Longline,LL,LL,L,RPT1,47.648
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATN,BIL94C,NE,Longline,LL,LL,DD,RPT1,0
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATN,BIL92,NW,Longline,LL,LL,L,RPT1,0.101
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATN,BIL92,NW,Longline,LL,LL,DD,RPT1,0
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATN,BIL94A,NW,Longline,LL,LL,L,RPT1,56.32
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATN,BIL94A,NW,Longline,LL,LL,DD,RPT1,0
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATS,BIL97,SE,Longline,LL,LL,L,RPT1,3.856
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATS,BIL97,SE,Longline,LL,LL,DD,RPT1,0.48035
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATS,BIL96,SW,Longline,LL,LL,L,RPT1,5.863
BSH,Prionace glauca,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATS,BIL96,SW,Longline,LL,LL,DD,RPT1,0
SKH,Selachimorpha(Pleurotremata),5-Sharks (other),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,A+M,BIL94B,NE,All gears,LL,LL,L,RPT1,0.243
SKH,Selachimorpha(Pleurotremata),5-Sharks (other),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,A+M,BIL94B,NE,All gears,LL,LL,DD,RPT1,0
SKH,Selachimorpha(Pleurotremata),5-Sharks (other),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,A+M,BIL97,SE,All gears,LL,LL,L,RPT1,0.562
SKH,Selachimorpha(Pleurotremata),5-Sharks (other),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,A+M,BIL97,SE,All gears,LL,LL,DD,RPT1,0
SKH,Selachimorpha(Pleurotremata),5-Sharks (other),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,A+M,BIL96,SW,All gears,LL,LL,L,RPT1,0.015
SKH,Selachimorpha(Pleurotremata),5-Sharks (other),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,A+M,BIL96,SW,All gears,LL,LL,DD,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATN,BIL94B,NE,Longline,LL,LL,L,RPT1,2.246
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATN,BIL94B,NE,Longline,LL,LL,DD,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATN,BIL94C,NE,Longline,LL,LL,L,RPT1,3.307
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATN,BIL94C,NE,Longline,LL,LL,DD,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATN,BIL94A,NW,Longline,LL,LL,L,RPT1,2.732
SMA,Isurus oxyrinchus,4-Sharks (major),2014,2010,CP,KOREA REP.,Korea Rep.,KOR,ATN,BIL94A,NW,Longline,LL,LL,DD,RPT1,0
